FIPStxt,States,Area_name,POVALL_2019
46035,SD,Davison County,"2,227"
46037,SD,Day County,698
46039,SD,Deuel County,372
46041,SD,Dewey County,"1,615"
46043,SD,Douglas County,312
46045,SD,Edmunds County,388
46047,SD,Fall River County,901
46049,SD,Faulk County,329
46051,SD,Grant County,640
46053,SD,Gregory County,637
46055,SD,Haakon County,212
46057,SD,Hamlin County,531
46059,SD,Hand County,322
46061,SD,Hanson County,260
46063,SD,Harding County,151
46065,SD,Hughes County,"1,491"
46067,SD,Hutchinson County,708
46069,SD,Hyde County,145
46071,SD,Jackson County,988
46073,SD,Jerauld County,310
46075,SD,Jones County,116
46077,SD,Kingsbury County,409
46079,SD,Lake County,"1,150"
46081,SD,Lawrence County,"3,105"
46083,SD,Lincoln County,"2,312"
46085,SD,Lyman County,786
46087,SD,McCook County,493
46089,SD,McPherson County,428
46091,SD,Marshall County,557
46093,SD,Meade County,"2,400"
46095,SD,Mellette County,668
46097,SD,Miner County,227
46099,SD,Minnehaha County,"16,209"
46101,SD,Moody County,564
46102,SD,Oglala Lakota County,"5,653"
46103,SD,Pennington County,"13,383"
46105,SD,Perkins County,409
46107,SD,Potter County,217
46109,SD,Roberts County,"1,993"
46111,SD,Sanborn County,282
46115,SD,Spink County,698
46117,SD,Stanley County,238
46119,SD,Sully County,114
46121,SD,Todd County,"4,388"
46123,SD,Tripp County,995
46125,SD,Turner County,827
46127,SD,Union County,999
46129,SD,Walworth County,796
46135,SD,Yankton County,"2,088"
46137,SD,Ziebach County,"1,310"
47001,TN,Anderson County,"11,559"
47003,TN,Bedford County,"6,825"
47005,TN,Benton County,"2,792"
47007,TN,Bledsoe County,"3,366"
47009,TN,Blount County,"13,649"
47011,TN,Bradley County,"15,228"
47013,TN,Campbell County,"8,565"
47015,TN,Cannon County,"1,875"
47017,TN,Carroll County,"4,456"
47019,TN,Carter County,"10,664"
47021,TN,Cheatham County,"3,849"
47023,TN,Chester County,"2,374"
47025,TN,Claiborne County,"6,021"
47027,TN,Clay County,"1,514"
47029,TN,Cocke County,"8,117"
47031,TN,Coffee County,"8,000"
47033,TN,Crockett County,"2,213"
47035,TN,Cumberland County,"7,929"
47037,TN,Davidson County,"84,547"
47039,TN,Decatur County,"1,827"
47041,TN,DeKalb County,"3,624"
47043,TN,Dickson County,"5,353"
47045,TN,Dyer County,"6,298"
47047,TN,Fayette County,"4,527"
47049,TN,Fentress County,"3,799"
47051,TN,Franklin County,"5,557"
47053,TN,Gibson County,"6,834"
47055,TN,Giles County,"3,834"
47057,TN,Grainger County,"3,939"
47059,TN,Greene County,"10,706"
47061,TN,Grundy County,"2,810"
47063,TN,Hamblen County,"9,165"
47065,TN,Hamilton County,"45,523"
47067,TN,Hancock County,"1,701"
47069,TN,Hardeman County,"4,070"
47071,TN,Hardin County,"4,413"
47073,TN,Hawkins County,"10,113"
47075,TN,Haywood County,"3,524"
47077,TN,Henderson County,"4,370"
47079,TN,Henry County,"5,795"
47081,TN,Hickman County,"3,830"
47083,TN,Houston County,"1,427"
47085,TN,Humphreys County,"2,388"
47087,TN,Jackson County,"1,977"
47089,TN,Jefferson County,"6,622"
47091,TN,Johnson County,"4,045"
47093,TN,Knox County,"61,334"
47095,TN,Lake County,"1,705"
47097,TN,Lauderdale County,"4,503"
47099,TN,Lawrence County,"7,250"
47101,TN,Lewis County,"1,827"
47103,TN,Lincoln County,"4,343"
47105,TN,Loudon County,"5,182"
47107,TN,McMinn County,"7,620"
47109,TN,McNairy County,"4,287"
47111,TN,Macon County,"3,733"
47113,TN,Madison County,"16,421"
47115,TN,Marion County,"4,374"
47117,TN,Marshall County,"4,431"
47119,TN,Maury County,"8,059"
47121,TN,Meigs County,"1,972"
47123,TN,Monroe County,"7,571"
47125,TN,Montgomery County,"24,633"
47127,TN,Moore County,638
47129,TN,Morgan County,"4,185"
47131,TN,Obion County,"4,317"
47133,TN,Overton County,"3,744"
47135,TN,Perry County,"1,143"
47137,TN,Pickett County,881
47139,TN,Polk County,"2,518"
47141,TN,Putnam County,"12,434"
47143,TN,Rhea County,"4,953"
47145,TN,Roane County,"7,687"
47147,TN,Robertson County,"7,424"
47149,TN,Rutherford County,"32,610"
47151,TN,Scott County,"4,770"
47153,TN,Sequatchie County,"2,569"
47155,TN,Sevier County,"12,541"
47157,TN,Shelby County,"157,667"
47159,TN,Smith County,"3,042"
47161,TN,Stewart County,"1,740"
47163,TN,Sullivan County,"23,452"
47165,TN,Sumner County,"16,330"
47167,TN,Tipton County,"6,316"
47169,TN,Trousdale County,"1,367"
47171,TN,Unicoi County,"2,762"
47173,TN,Union County,"3,601"
47175,TN,Van Buren County,887
47177,TN,Warren County,"6,449"
47179,TN,Washington County,"19,811"
47181,TN,Wayne County,"2,495"
47183,TN,Weakley County,"5,604"
47185,TN,White County,"4,289"
47187,TN,Williamson County,"10,228"
47189,TN,Wilson County,"10,536"
48001,TX,Anderson County,"8,702"
48003,TX,Andrews County,"1,888"
48005,TX,Angelina County,"13,131"
48007,TX,Aransas County,"4,313"
48009,TX,Archer County,877
48011,TX,Armstrong County,194
48013,TX,Atascosa County,"7,434"
48015,TX,Austin County,"3,312"
48017,TX,Bailey County,"1,093"
48019,TX,Bandera County,"2,947"
48021,TX,Bastrop County,"12,091"
48023,TX,Baylor County,546
48025,TX,Bee County,"5,938"
48027,TX,Bell County,"48,565"
48029,TX,Bexar County,"298,018"
48031,TX,Blanco County,"1,022"
48033,TX,Borden County,69
48035,TX,Bosque County,"2,513"
48037,TX,Bowie County,"14,627"
48039,TX,Brazoria County,"31,116"
48041,TX,Brazos County,"42,898"
48043,TX,Brewster County,"1,198"
48045,TX,Briscoe County,232
48047,TX,Brooks County,"2,082"
48049,TX,Brown County,"4,965"
48051,TX,Burleson County,"2,506"
48053,TX,Burnet County,"4,943"
48055,TX,Caldwell County,"6,044"
48057,TX,Calhoun County,"3,088"
48059,TX,Callahan County,"1,675"
48061,TX,Cameron County,"106,976"
48063,TX,Camp County,"2,151"
48065,TX,Carson County,504
48067,TX,Cass County,"5,103"
48069,TX,Castro County,"1,138"
48071,TX,Chambers County,"3,761"
48073,TX,Cherokee County,"8,221"
48075,TX,Childress County,"1,217"
48077,TX,Clay County,"1,191"
48079,TX,Cochran County,545
48081,TX,Coke County,437
48083,TX,Coleman County,"1,429"
48085,TX,Collin County,"62,612"
48087,TX,Collingsworth County,566
48089,TX,Colorado County,"2,867"
48091,TX,Comal County,"10,407"
48093,TX,Comanche County,"1,818"
48095,TX,Concho County,404
48097,TX,Cooke County,"5,155"
48099,TX,Coryell County,"7,529"
48101,TX,Cottle County,264
48103,TX,Crane County,451
48105,TX,Crockett County,476
48107,TX,Crosby County,"1,247"
48109,TX,Culberson County,424
48111,TX,Dallam County,821
48113,TX,Dallas County,"363,567"
48115,TX,Dawson County,"2,338"
48117,TX,Deaf Smith County,"3,104"
48119,TX,Delta County,844
48121,TX,Denton County,"56,476"
48123,TX,DeWitt County,"3,135"
48125,TX,Dickens County,366
48127,TX,Dimmit County,"2,537"
48129,TX,Donley County,500
48131,TX,Duval County,"2,515"
48133,TX,Eastland County,"2,926"
48135,TX,Ector County,"19,781"
48137,TX,Edwards County,399
48139,TX,Ellis County,"15,932"
48141,TX,El Paso County,"154,504"
48143,TX,Erath County,"5,937"
48145,TX,Falls County,"3,314"
48147,TX,Fannin County,"4,287"
48149,TX,Fayette County,"2,710"
48151,TX,Fisher County,508
48153,TX,Floyd County,979
48155,TX,Foard County,190
48157,TX,Fort Bend County,"53,151"
48159,TX,Franklin County,"1,528"
48161,TX,Freestone County,"2,801"
48163,TX,Frio County,"4,664"
48165,TX,Gaines County,"2,820"
48167,TX,Galveston County,"38,181"
48169,TX,Garza County,"1,067"
48171,TX,Gillespie County,"2,271"
48173,TX,Glasscock County,111
48175,TX,Goliad County,"1,011"
48177,TX,Gonzales County,"3,325"
48179,TX,Gray County,"2,888"
48181,TX,Grayson County,"15,459"
48183,TX,Gregg County,"19,832"
48185,TX,Grimes County,"4,119"
48187,TX,Guadalupe County,"12,234"
48189,TX,Hale County,"5,483"
48191,TX,Hall County,739
48193,TX,Hamilton County,"1,185"
48195,TX,Hansford County,622
48197,TX,Hardeman County,750
48199,TX,Hardin County,"6,924"
48201,TX,Harris County,"701,075"
48203,TX,Harrison County,"11,600"
48205,TX,Hartley County,383
48207,TX,Haskell County,"1,061"
48209,TX,Hays County,"24,895"
48211,TX,Hemphill County,344
48213,TX,Henderson County,"14,246"
48215,TX,Hidalgo County,"231,032"
48217,TX,Hill County,"4,700"
48219,TX,Hockley County,"3,436"
48221,TX,Hood County,"5,581"
48223,TX,Hopkins County,"5,370"
48225,TX,Houston County,"4,230"
48227,TX,Howard County,"5,281"
48229,TX,Hudspeth County,"1,343"
48231,TX,Hunt County,"14,114"
48233,TX,Hutchinson County,"2,351"
48235,TX,Irion County,114
48237,TX,Jack County,"1,212"
48239,TX,Jackson County,"1,996"
48241,TX,Jasper County,"6,747"
48243,TX,Jeff Davis County,278
48245,TX,Jefferson County,"39,998"
48247,TX,Jim Hogg County,"1,181"
48249,TX,Jim Wells County,"8,385"
48251,TX,Johnson County,"19,035"
48253,TX,Jones County,"3,032"
48255,TX,Karnes County,"2,644"
48257,TX,Kaufman County,"13,108"
48259,TX,Kendall County,"3,468"
48261,TX,Kenedy County,57
48263,TX,Kent County,81
48265,TX,Kerr County,"6,310"
48267,TX,Kimble County,730
48269,TX,King County,30
48271,TX,Kinney County,629
48273,TX,Kleberg County,"6,804"
48275,TX,Knox County,679
48277,TX,Lamar County,"9,050"
48279,TX,Lamb County,"2,346"
48281,TX,Lampasas County,"2,627"
48283,TX,La Salle County,"1,561"
48285,TX,Lavaca County,"2,163"
48287,TX,Lee County,"1,791"
48289,TX,Leon County,"2,494"
48291,TX,Liberty County,"11,967"
48293,TX,Limestone County,"4,190"
48295,TX,Lipscomb County,395
48297,TX,Live Oak County,"1,825"
48299,TX,Llano County,"2,338"
48301,TX,Loving County,12
48303,TX,Lubbock County,"53,478"
48305,TX,Lynn County,944
48307,TX,McCulloch County,"1,379"
48309,TX,McLennan County,"44,574"
48311,TX,McMullen County,77
48313,TX,Madison County,"2,090"
48315,TX,Marion County,"2,070"
48317,TX,Martin County,695
48319,TX,Mason County,500
48321,TX,Matagorda County,"6,335"
48323,TX,Maverick County,"15,491"
48325,TX,Medina County,"5,997"
48327,TX,Menard County,435
48329,TX,Midland County,"17,401"
48331,TX,Milam County,"3,965"
48333,TX,Mills County,623
48335,TX,Mitchell County,"1,303"
48337,TX,Montague County,"2,517"
48339,TX,Montgomery County,"53,807"
48341,TX,Moore County,"2,463"
48343,TX,Morris County,"2,220"
48345,TX,Motley County,210
48347,TX,Nacogdoches County,"12,571"
48349,TX,Navarro County,"6,586"
48351,TX,Newton County,"2,933"
48353,TX,Nolan County,"2,496"
48355,TX,Nueces County,"58,465"
48357,TX,Ochiltree County,"1,115"
48359,TX,Oldham County,245
48361,TX,Orange County,"10,307"
48363,TX,Palo Pinto County,"4,960"
48365,TX,Panola County,"3,266"
48367,TX,Parker County,"11,524"
48369,TX,Parmer County,"1,123"
48371,TX,Pecos County,"2,562"
48373,TX,Polk County,"7,839"
48375,TX,Potter County,"22,514"
48377,TX,Presidio County,"1,286"
48379,TX,Rains County,"1,667"
48381,TX,Randall County,"12,178"
48383,TX,Reagan County,340
48385,TX,Real County,597
48387,TX,Red River County,"2,322"
48389,TX,Reeves County,"2,833"
48391,TX,Refugio County,"1,224"
48393,TX,Roberts County,63
48395,TX,Robertson County,"3,499"
48397,TX,Rockwall County,"4,991"
48399,TX,Runnels County,"1,729"
48401,TX,Rusk County,"7,426"
48403,TX,Sabine County,"1,834"
48405,TX,San Augustine County,"1,799"
48407,TX,San Jacinto County,"4,809"
48409,TX,San Patricio County,"9,507"
48411,TX,San Saba County,"1,104"
48413,TX,Schleicher County,417
48415,TX,Scurry County,"2,217"
48417,TX,Shackelford County,413
48419,TX,Shelby County,"5,346"
48421,TX,Sherman County,331
48423,TX,Smith County,"29,285"
48425,TX,Somervell County,842
48427,TX,Starr County,"20,741"
48429,TX,Stephens County,"1,477"
48431,TX,Sterling County,134
48433,TX,Stonewall County,199
48435,TX,Sutton County,494
48437,TX,Swisher County,"1,393"
48439,TX,Tarrant County,"211,454"
48441,TX,Taylor County,"18,724"
48443,TX,Terrell County,136
48445,TX,Terry County,"2,438"
48447,TX,Throckmorton County,209
48449,TX,Titus County,"5,246"
48451,TX,Tom Green County,"14,713"
48453,TX,Travis County,"134,983"
48455,TX,Trinity County,"2,597"
48457,TX,Tyler County,"3,380"
48459,TX,Upshur County,"6,124"
48461,TX,Upton County,495
48463,TX,Uvalde County,"5,174"
48465,TX,Val Verde County,"9,786"
48467,TX,Van Zandt County,"7,586"
48469,TX,Victoria County,"12,924"
48471,TX,Walker County,"11,810"
48473,TX,Waller County,"6,687"
48475,TX,Ward County,"1,462"
48477,TX,Washington County,"3,534"
48479,TX,Webb County,"57,053"
48481,TX,Wharton County,"6,711"
48483,TX,Wheeler County,579
48485,TX,Wichita County,"16,584"
48487,TX,Wilbarger County,"1,841"
48489,TX,Willacy County,"5,482"
48491,TX,Williamson County,"31,514"
48493,TX,Wilson County,"4,172"
48495,TX,Winkler County,983
48497,TX,Wise County,"5,745"
48499,TX,Wood County,"6,231"
48501,TX,Yoakum County,916
48503,TX,Young County,"2,405"
48505,TX,Zapata County,"4,243"
48507,TX,Zavala County,"3,374"
49001,UT,Beaver County,589
49003,UT,Box Elder County,"4,147"
49005,UT,Cache County,"16,243"
49007,UT,Carbon County,"3,255"
49009,UT,Daggett County,64
49011,UT,Davis County,"19,344"
49013,UT,Duchesne County,"2,787"
49015,UT,Emery County,"1,084"
49017,UT,Garfield County,460
49019,UT,Grand County,"1,174"
49021,UT,Iron County,"7,013"
49023,UT,Juab County,"1,070"
49025,UT,Kane County,717
49027,UT,Millard County,"1,542"
49029,UT,Morgan County,486
49031,UT,Piute County,227
49033,UT,Rich County,230
49035,UT,Salt Lake County,"103,036"
49037,UT,San Juan County,"3,295"
49039,UT,Sanpete County,"3,699"
49041,UT,Sevier County,"2,590"
49043,UT,Summit County,"1,968"
49045,UT,Tooele County,"3,829"
49047,UT,Uintah County,"3,920"
49049,UT,Utah County,"60,411"
49051,UT,Wasatch County,"1,699"
49053,UT,Washington County,"16,590"
49055,UT,Wayne County,319
49057,UT,Weber County,"17,647"
50001,VT,Addison County,"2,690"
50003,VT,Bennington County,"3,399"
50005,VT,Caledonia County,"3,561"
50007,VT,Chittenden County,"16,084"
50009,VT,Essex County,908
50011,VT,Franklin County,"4,699"
50013,VT,Grand Isle County,581
50015,VT,Lamoille County,"2,231"
50017,VT,Orange County,"2,652"
50019,VT,Orleans County,"3,333"
50021,VT,Rutland County,"6,033"
50023,VT,Washington County,"4,673"
50025,VT,Windham County,"4,776"
50027,VT,Windsor County,"5,005"
51001,VA,Accomack County,"5,225"
51003,VA,Albemarle County,"6,882"
51005,VA,Alleghany County,"1,680"
51007,VA,Amelia County,"1,211"
51009,VA,Amherst County,"3,645"
51011,VA,Appomattox County,"1,991"
51013,VA,Arlington County,"17,774"
51015,VA,Augusta County,"5,260"
51017,VA,Bath County,406
51019,VA,Bedford County,"6,766"
51021,VA,Bland County,749
51023,VA,Botetourt County,"1,895"
51025,VA,Brunswick County,"2,935"
51027,VA,Buchanan County,"4,332"
51029,VA,Buckingham County,"2,516"
51031,VA,Campbell County,"5,845"
51033,VA,Caroline County,"2,883"
51035,VA,Carroll County,"4,110"
51036,VA,Charles City County,870
51037,VA,Charlotte County,"2,257"
51041,VA,Chesterfield County,"22,943"
51043,VA,Clarke County,911
51045,VA,Craig County,572
51047,VA,Culpeper County,"4,709"
51049,VA,Cumberland County,"1,371"
51051,VA,Dickenson County,"3,330"
51053,VA,Dinwiddie County,"2,982"
51057,VA,Essex County,"1,747"
51059,VA,Fairfax County,"68,543"
51061,VA,Fauquier County,"4,310"
51063,VA,Floyd County,"1,783"
51065,VA,Fluvanna County,"1,883"
51067,VA,Franklin County,"6,315"
51069,VA,Frederick County,"5,731"
51071,VA,Giles County,"1,890"
51073,VA,Gloucester County,"3,194"
51075,VA,Goochland County,"1,420"
51077,VA,Grayson County,"2,719"
51079,VA,Greene County,"1,482"
51081,VA,Greensville County,"1,929"
51083,VA,Halifax County,"5,655"
51085,VA,Hanover County,"5,393"
51087,VA,Henrico County,"28,486"
51089,VA,Henry County,"7,277"
51091,VA,Highland County,271
51093,VA,Isle of Wight County,"3,351"
51095,VA,James City County,"4,366"
51097,VA,King and Queen County,820
51099,VA,King George County,"1,553"
51101,VA,King William County,"1,179"
51103,VA,Lancaster County,"1,383"
51105,VA,Lee County,"5,939"
51107,VA,Loudoun County,"12,909"
51109,VA,Louisa County,"3,559"
51111,VA,Lunenburg County,"2,140"
51113,VA,Madison County,"1,224"
51115,VA,Mathews County,766
51117,VA,Mecklenburg County,"5,137"
51119,VA,Middlesex County,"1,411"
51121,VA,Montgomery County,"18,158"
51125,VA,Nelson County,"1,748"
51127,VA,New Kent County,"1,131"
51131,VA,Northampton County,"2,077"
51133,VA,Northumberland County,"1,533"
51135,VA,Nottoway County,"2,789"
51137,VA,Orange County,"3,534"
51139,VA,Page County,"2,668"
51141,VA,Patrick County,"2,674"
51143,VA,Pittsylvania County,"8,960"
51145,VA,Powhatan County,"1,547"
51147,VA,Prince Edward County,"3,852"
51149,VA,Prince George County,"2,842"
51153,VA,Prince William County,"28,463"
51155,VA,Pulaski County,"4,796"
51157,VA,Rappahannock County,622
51159,VA,Richmond County,"1,303"
51161,VA,Roanoke County,"5,918"
51163,VA,Rockbridge County,"2,525"
51165,VA,Rockingham County,"6,482"
51167,VA,Russell County,"5,272"
51169,VA,Scott County,"3,069"
51171,VA,Shenandoah County,"4,421"
51173,VA,Smyth County,"4,849"
51175,VA,Southampton County,"2,132"
51177,VA,Spotsylvania County,"8,903"
51179,VA,Stafford County,"8,097"
51181,VA,Surry County,761
51183,VA,Sussex County,"1,851"
51185,VA,Tazewell County,"8,417"
51187,VA,Warren County,"3,803"
51191,VA,Washington County,"6,396"
51193,VA,Westmoreland County,"2,843"
51195,VA,Wise County,"7,039"
51197,VA,Wythe County,"3,645"
51199,VA,York County,"3,441"
51510,VA,Alexandria city,"13,593"
51520,VA,Bristol city,"3,604"
51530,VA,Buena Vista city,"1,024"
51540,VA,Charlottesville city,"9,965"
51550,VA,Chesapeake city,"19,812"
51570,VA,Colonial Heights city,"1,613"
51580,VA,Covington city,785
51590,VA,Danville city,"9,023"
51595,VA,Emporia city,"1,044"
51600,VA,Fairfax city,"1,667"
51610,VA,Falls Church city,512
51620,VA,Franklin city,"1,507"
51630,VA,Fredericksburg city,"4,463"
51640,VA,Galax city,"1,151"
51650,VA,Hampton city,"17,926"
51660,VA,Harrisonburg city,"11,299"
51670,VA,Hopewell city,"4,287"
51678,VA,Lexington city,"1,073"
51680,VA,Lynchburg city,"11,947"
51683,VA,Manassas city,"3,031"
51685,VA,Manassas Park city,"1,095"
51690,VA,Martinsville city,"2,377"
51700,VA,Newport News city,"25,769"
51710,VA,Norfolk city,"39,553"
51720,VA,Norton city,756
51730,VA,Petersburg city,"6,643"
51735,VA,Poquoson city,645
51740,VA,Portsmouth city,"16,860"
51750,VA,Radford city,"4,503"
51760,VA,Richmond city,"42,010"
51770,VA,Roanoke city,"19,049"
51775,VA,Salem city,"2,197"
51790,VA,Staunton city,"2,706"
51800,VA,Suffolk city,"8,906"
51810,VA,Virginia Beach city,"31,898"
51820,VA,Waynesboro city,"2,746"
51830,VA,Williamsburg city,"1,937"
51840,VA,Winchester city,"3,588"
53001,WA,Adams County,"3,309"
53003,WA,Asotin County,"3,092"
53005,WA,Benton County,"21,437"
53007,WA,Chelan County,"9,332"
53009,WA,Clallam County,"8,476"
53011,WA,Clark County,"44,548"
53013,WA,Columbia County,484
53015,WA,Cowlitz County,"13,729"
53017,WA,Douglas County,"4,724"
53019,WA,Ferry County,"1,354"
53021,WA,Franklin County,"12,409"
53023,WA,Garfield County,283
53025,WA,Grant County,"13,377"
53027,WA,Grays Harbor County,"9,422"
53029,WA,Island County,"6,037"
53031,WA,Jefferson County,"3,993"
53033,WA,King County,"171,116"
53035,WA,Kitsap County,"19,787"
53037,WA,Kittitas County,"6,326"
53039,WA,Klickitat County,"3,013"
53041,WA,Lewis County,"9,726"
53043,WA,Lincoln County,981
53045,WA,Mason County,"8,143"
53047,WA,Okanogan County,"6,828"
53049,WA,Pacific County,"2,996"
53051,WA,Pend Oreille County,"2,191"
53053,WA,Pierce County,"83,128"
53055,WA,San Juan County,"1,414"
53057,WA,Skagit County,"14,314"
53059,WA,Skamania County,"1,246"
53061,WA,Snohomish County,"56,935"
53063,WA,Spokane County,"65,750"
53065,WA,Stevens County,"6,738"
53067,WA,Thurston County,"26,105"
53069,WA,Wahkiakum County,477
53071,WA,Walla Walla County,"7,099"
53073,WA,Whatcom County,"28,310"
53075,WA,Whitman County,"11,367"
53077,WA,Yakima County,"41,218"
54001,WV,Barbour County,"2,848"
54003,WV,Berkeley County,"12,942"
54005,WV,Boone County,"4,017"
54007,WV,Braxton County,"2,477"
54009,WV,Brooke County,"2,551"
54011,WV,Cabell County,"16,337"
54013,WV,Calhoun County,"1,524"
54015,WV,Clay County,"1,891"
54017,WV,Doddridge County,"1,376"
54019,WV,Fayette County,"8,321"
54021,WV,Gilmer County,"1,536"
54023,WV,Grant County,"1,497"
54025,WV,Greenbrier County,"5,814"
54027,WV,Hampshire County,"3,311"
54029,WV,Hancock County,"3,559"
54031,WV,Hardy County,"1,929"
54033,WV,Harrison County,"7,353"
54035,WV,Jackson County,"4,716"
54037,WV,Jefferson County,"5,529"
54039,WV,Kanawha County,"28,499"
54041,WV,Lewis County,"3,039"
54043,WV,Lincoln County,"3,990"
54045,WV,Logan County,"6,827"
54047,WV,McDowell County,"5,894"
54049,WV,Marion County,"7,939"
54051,WV,Marshall County,"4,081"
54053,WV,Mason County,"3,994"
54055,WV,Mercer County,"10,768"
54057,WV,Mineral County,"3,266"
54059,WV,Mingo County,"6,329"
54061,WV,Monongalia County,"18,887"
54063,WV,Monroe County,"2,070"
54065,WV,Morgan County,"1,851"
54067,WV,Nicholas County,"4,558"
54069,WV,Ohio County,"5,504"
54071,WV,Pendleton County,927
54073,WV,Pleasants County,875
54075,WV,Pocahontas County,"1,270"
54077,WV,Preston County,"4,491"
54079,WV,Putnam County,"4,962"
54081,WV,Raleigh County,"12,090"
54083,WV,Randolph County,"4,403"
54085,WV,Ritchie County,"1,674"
54087,WV,Roane County,"2,628"
54089,WV,Summers County,"2,724"
54091,WV,Taylor County,"2,690"
54093,WV,Tucker County,"1,014"
54095,WV,Tyler County,"1,302"
54097,WV,Upshur County,"3,994"
54099,WV,Wayne County,"7,654"
54101,WV,Webster County,"1,744"
54103,WV,Wetzel County,"2,432"
54105,WV,Wirt County,"1,015"
54107,WV,Wood County,"11,627"
54109,WV,Wyoming County,"4,634"
55001,WI,Adams County,"2,231"
55003,WI,Ashland County,"2,655"
55005,WI,Barron County,"3,968"
55007,WI,Bayfield County,"1,533"
55009,WI,Brown County,"25,456"
55011,WI,Buffalo County,"1,227"
55013,WI,Burnett County,"1,926"
55015,WI,Calumet County,"2,701"
55017,WI,Chippewa County,"5,460"
55019,WI,Clark County,"4,605"
55021,WI,Columbia County,"3,776"
55023,WI,Crawford County,"1,789"
55025,WI,Dane County,"50,163"
55027,WI,Dodge County,"6,512"
55029,WI,Door County,"2,549"
55031,WI,Douglas County,"4,810"
55033,WI,Dunn County,"4,911"
55035,WI,Eau Claire County,"10,586"
55037,WI,Florence County,463
55039,WI,Fond du Lac County,"7,326"
55041,WI,Forest County,"1,443"
55043,WI,Grant County,"6,278"
55045,WI,Green County,"2,350"
55047,WI,Green Lake County,"2,181"
55049,WI,Iowa County,"2,240"
55051,WI,Iron County,709
55053,WI,Jackson County,"2,385"
55055,WI,Jefferson County,"5,824"
55057,WI,Juneau County,"3,391"
55059,WI,Kenosha County,"16,248"
55061,WI,Kewaunee County,"1,496"
55063,WI,La Crosse County,"13,280"
55065,WI,Lafayette County,"1,868"
55067,WI,Langlade County,"2,441"
55069,WI,Lincoln County,"2,455"
55071,WI,Manitowoc County,"6,899"
55073,WI,Marathon County,"11,026"
55075,WI,Marinette County,"4,548"
55077,WI,Marquette County,"1,535"
55078,WI,Menominee County,"1,139"
55079,WI,Milwaukee County,"156,647"
55081,WI,Monroe County,"4,936"
55083,WI,Oconto County,"3,506"
55085,WI,Oneida County,"3,117"
55087,WI,Outagamie County,"13,110"
55089,WI,Ozaukee County,"3,926"
55091,WI,Pepin County,643
55093,WI,Pierce County,"3,900"
55095,WI,Polk County,"3,723"
55097,WI,Portage County,"7,995"
55099,WI,Price County,"1,959"
55101,WI,Racine County,"23,688"
55103,WI,Richland County,"2,115"
55105,WI,Rock County,"19,755"
55107,WI,Rusk County,"1,714"
55109,WI,St. Croix County,"5,285"
55111,WI,Sauk County,"6,471"
55113,WI,Sawyer County,"2,063"
55115,WI,Shawano County,"3,851"
55117,WI,Sheboygan County,"9,051"
55119,WI,Taylor County,"1,942"
55121,WI,Trempealeau County,"2,598"
55123,WI,Vernon County,"4,297"
55125,WI,Vilas County,"2,460"
55127,WI,Walworth County,"9,532"
55129,WI,Washburn County,"1,990"
55131,WI,Washington County,"6,942"
55133,WI,Waukesha County,"18,915"
55135,WI,Waupaca County,"4,329"
55137,WI,Waushara County,"2,863"
55139,WI,Winnebago County,"15,965"
55141,WI,Wood County,"7,734"
56001,WY,Albany County,"5,861"
56003,WY,Big Horn County,"1,400"
56005,WY,Campbell County,"3,506"
56007,WY,Carbon County,"1,638"
56009,WY,Converse County,"1,256"
56011,WY,Crook County,604
56013,WY,Fremont County,"4,937"
56015,WY,Goshen County,"1,557"
56017,WY,Hot Springs County,472
56019,WY,Johnson County,751
56021,WY,Laramie County,"9,194"
56023,WY,Lincoln County,"1,381"
56025,WY,Natrona County,"7,735"
56027,WY,Niobrara County,316
56029,WY,Park County,"2,936"
56031,WY,Platte County,949
56033,WY,Sheridan County,"2,500"
56035,WY,Sublette County,701
56037,WY,Sweetwater County,"3,453"
56039,WY,Teton County,"1,396"
56041,WY,Uinta County,"1,699"
56043,WY,Washakie County,845
56045,WY,Weston County,692
